
{'loss': 3.0321, 'grad_norm': 4.194638336789604, 'learning_rate': 0.0, 'epoch': 0.02}
{'loss': 1.2331, 'grad_norm': 1.8607355289334582, 'learning_rate': 6.130268199233716e-05, 'epoch': 4.19}                                                                                                                                                                             
{'loss': 1.0077, 'grad_norm': 1.5574086166817138, 'learning_rate': 6.111111111111112e-05, 'epoch': 4.21}                                                                                                                                                                             
{'loss': 0.8466, 'grad_norm': 1.5324736114446518, 'learning_rate': 6.091954022988506e-05, 'epoch': 4.23}                                                                                                                                                                             
{'loss': 0.9886, 'grad_norm': 1.5231234405591825, 'learning_rate': 6.072796934865901e-05, 'epoch': 4.24}                                                                                                                                                                             
{'loss': 1.0864, 'grad_norm': 1.8341834367812364, 'learning_rate': 6.053639846743295e-05, 'epoch': 4.26}                                                                                                                                                                             
{'loss': 1.0039, 'grad_norm': 1.785067965826981, 'learning_rate': 6.03448275862069e-05, 'epoch': 4.28}                                                                                                                                                                               
{'loss': 0.8847, 'grad_norm': 1.5388374433024974, 'learning_rate': 6.0153256704980845e-05, 'epoch': 4.3}                                                                                                                                                                             
{'loss': 0.993, 'grad_norm': 1.6555513143915022, 'learning_rate': 5.9961685823754786e-05, 'epoch': 4.32}                                                                                                                                                                             
{'loss': 0.9815, 'grad_norm': 1.5699826675409607, 'learning_rate': 5.977011494252874e-05, 'epoch': 4.34}                                                                                                                                                                             
{'loss': 1.0812, 'grad_norm': 1.7551835168375172, 'learning_rate': 5.957854406130269e-05, 'epoch': 4.35}                                                                                                                                                                             
{'loss': 1.076, 'grad_norm': 1.73464141618111, 'learning_rate': 5.9386973180076635e-05, 'epoch': 4.37}                                                                                                                                                                               
{'loss': 0.8316, 'grad_norm': 1.5867808948732045, 'learning_rate': 5.9195402298850576e-05, 'epoch': 4.39}                                                                                                                                                                            
{'loss': 0.9329, 'grad_norm': 1.69328055489997, 'learning_rate': 5.900383141762452e-05, 'epoch': 4.41}                                                                                                                                                                               
{'loss': 0.9843, 'grad_norm': 1.6789354076047946, 'learning_rate': 5.8812260536398464e-05, 'epoch': 4.43}                                                                                                                                                                            
{'loss': 1.1485, 'grad_norm': 1.6653392889736494, 'learning_rate': 5.862068965517241e-05, 'epoch': 4.44}                                                                                                                                                                             
{'loss': 1.0052, 'grad_norm': 1.8245392914193403, 'learning_rate': 5.8429118773946366e-05, 'epoch': 4.46}                                                                                                                                                                            
{'loss': 1.0561, 'grad_norm': 1.5709754141150785, 'learning_rate': 5.823754789272031e-05, 'epoch': 4.48}                                                                                                                                                                             
{'loss': 1.1423, 'grad_norm': 1.6215583445963972, 'learning_rate': 5.8045977011494254e-05, 'epoch': 4.5}                                                                                                                                                                             
{'loss': 0.9747, 'grad_norm': 1.7874644945815372, 'learning_rate': 5.78544061302682e-05, 'epoch': 4.52}                                                                                                                                                                              
{'loss': 0.9087, 'grad_norm': 1.806041414097017, 'learning_rate': 5.766283524904215e-05, 'epoch': 4.54}                                                                                                                                                                              
{'loss': 1.0304, 'grad_norm': 1.7431210839100393, 'learning_rate': 5.747126436781609e-05, 'epoch': 4.55}                                                                                                                                                                             
{'loss': 0.9162, 'grad_norm': 1.78280689897333, 'learning_rate': 5.727969348659004e-05, 'epoch': 4.57}                                                                                                                                                                               
{'loss': 0.8263, 'grad_norm': 1.6215354985100772, 'learning_rate': 5.708812260536399e-05, 'epoch': 4.59}                                                                                                                                                                             
{'loss': 0.9007, 'grad_norm': 1.851829083664565, 'learning_rate': 5.689655172413794e-05, 'epoch': 4.61}                                                                                                                                                                              
{'loss': 1.005, 'grad_norm': 1.9406555896653699, 'learning_rate': 5.670498084291188e-05, 'epoch': 4.63}                                                                                                                                                                              
{'loss': 0.8839, 'grad_norm': 1.65545670231509, 'learning_rate': 5.651340996168583e-05, 'epoch': 4.64}                                                                                                                                                                               
{'loss': 0.952, 'grad_norm': 1.879192697077893, 'learning_rate': 5.632183908045977e-05, 'epoch': 4.66}                                                                                                                                                                               
{'loss': 0.9632, 'grad_norm': 1.7157399723416402, 'learning_rate': 5.6130268199233716e-05, 'epoch': 4.68}                                                                                                                                                                            
{'loss': 0.8932, 'grad_norm': 1.9256257387924414, 'learning_rate': 5.593869731800766e-05, 'epoch': 4.7}                                                                                                                                                                              
{'loss': 1.0319, 'grad_norm': 1.731658554915567, 'learning_rate': 5.574712643678162e-05, 'epoch': 4.72}                                                                                                                                                                              
{'loss': 0.9978, 'grad_norm': 1.7100077813289027, 'learning_rate': 5.555555555555556e-05, 'epoch': 4.73}                                                                                                                                                                             
{'loss': 1.0454, 'grad_norm': 1.8752929697364615, 'learning_rate': 5.5363984674329506e-05, 'epoch': 4.75}                                                                                                                                                                            
{'loss': 0.9781, 'grad_norm': 1.8384828017312491, 'learning_rate': 5.517241379310345e-05, 'epoch': 4.77}                                                                                                                                                                             
{'loss': 1.0067, 'grad_norm': 1.76134325100484, 'learning_rate': 5.4980842911877394e-05, 'epoch': 4.79}                                                                                                                                                                              
{'loss': 0.8256, 'grad_norm': 1.5334587442030272, 'learning_rate': 5.478927203065134e-05, 'epoch': 4.81}                                                                                                                                                                             
{'loss': 1.1358, 'grad_norm': 2.090376883340242, 'learning_rate': 5.440613026819924e-05, 'epoch': 4.84}
{'loss': 0.927, 'grad_norm': 1.9438773256045128, 'learning_rate': 5.4214559386973184e-05, 'epoch': 4.86}
{'loss': 0.819, 'grad_norm': 1.7326042999185876, 'learning_rate': 5.402298850574713e-05, 'epoch': 4.88}
{'loss': 1.1356, 'grad_norm': 1.7925674650460786, 'learning_rate': 5.383141762452107e-05, 'epoch': 4.9}
{'loss': 0.8104, 'grad_norm': 1.9537040506377614, 'learning_rate': 5.363984674329502e-05, 'epoch': 4.92}
{'loss': 1.0116, 'grad_norm': 2.0711241759677677, 'learning_rate': 5.344827586206896e-05, 'epoch': 4.93}
{'loss': 0.8569, 'grad_norm': 1.9358899709657504, 'learning_rate': 5.325670498084292e-05, 'epoch': 4.95}
{'loss': 0.9258, 'grad_norm': 1.9595050544041128, 'learning_rate': 5.306513409961686e-05, 'epoch': 4.97}
{'loss': 1.0106, 'grad_norm': 1.9918427957360854, 'learning_rate': 5.287356321839081e-05, 'epoch': 4.99}
{'loss': 1.7632, 'grad_norm': 5.4670684586472165, 'learning_rate': 5.268199233716475e-05, 'epoch': 5.01}
{'loss': 1.0508, 'grad_norm': 1.9387284594036418, 'learning_rate': 5.24904214559387e-05, 'epoch': 5.02}
{'loss': 0.7351, 'grad_norm': 1.7488383955187798, 'learning_rate': 5.2107279693486586e-05, 'epoch': 5.06}
{'loss': 1.0349, 'grad_norm': 1.828428609995665, 'learning_rate': 5.191570881226054e-05, 'epoch': 5.08}
{'loss': 0.8976, 'grad_norm': 1.8108847867574174, 'learning_rate': 5.172413793103449e-05, 'epoch': 5.1}
{'loss': 0.8492, 'grad_norm': 1.8980031020311694, 'learning_rate': 5.1532567049808436e-05, 'epoch': 5.12}
{'loss': 0.8585, 'grad_norm': 2.1570090552726806, 'learning_rate': 5.1340996168582377e-05, 'epoch': 5.13}
{'loss': 0.8454, 'grad_norm': 1.8702903653900425, 'learning_rate': 5.1149425287356324e-05, 'epoch': 5.15}
{'loss': 0.7771, 'grad_norm': 2.0193729978245987, 'learning_rate': 5.0957854406130265e-05, 'epoch': 5.17}                                                                                                                                                                            
{'loss': 1.0079, 'grad_norm': 2.4323601668102643, 'learning_rate': 5.076628352490421e-05, 'epoch': 5.19}                                                                                                                                                                             
{'loss': 0.6594, 'grad_norm': 1.9646918324893983, 'learning_rate': 5.057471264367817e-05, 'epoch': 5.21}                                                                                                                                                                             
{'loss': 0.8069, 'grad_norm': 2.031029434637347, 'learning_rate': 5.0383141762452114e-05, 'epoch': 5.22}                                                                                                                                                                             
{'loss': 0.7813, 'grad_norm': 2.186607518299593, 'learning_rate': 5.0191570881226055e-05, 'epoch': 5.24}                                                                                                                                                                             
{'loss': 0.8541, 'grad_norm': 2.1457158570689123, 'learning_rate': 5e-05, 'epoch': 5.26}                                                                                                                                                                                             
{'loss': 1.1179, 'grad_norm': 1.964365750056765, 'learning_rate': 4.980842911877395e-05, 'epoch': 5.28}                                                                                                                                                                              
{'loss': 0.8096, 'grad_norm': 1.835812988836831, 'learning_rate': 4.96168582375479e-05, 'epoch': 5.3}                                                                                                                                                                                
{'loss': 0.8665, 'grad_norm': 1.9609837892251583, 'learning_rate': 4.9425287356321845e-05, 'epoch': 5.32}                                                                                                                                                                            
{'loss': 0.9247, 'grad_norm': 1.9986243503987662, 'learning_rate': 4.9233716475095786e-05, 'epoch': 5.33}                                                                                                                                                                            
{'loss': 0.8497, 'grad_norm': 1.888102590447074, 'learning_rate': 4.904214559386973e-05, 'epoch': 5.35}                                                                                                                                                                              
{'loss': 0.7689, 'grad_norm': 2.1986043661677694, 'learning_rate': 4.885057471264368e-05, 'epoch': 5.37}                                                                                                                                                                             
{'loss': 0.8372, 'grad_norm': 1.9253949466721465, 'learning_rate': 4.865900383141763e-05, 'epoch': 5.39}                                                                                                                                                                             
{'loss': 0.9574, 'grad_norm': 1.7770318457338612, 'learning_rate': 4.846743295019157e-05, 'epoch': 5.41}                                                                                                                                                                             
{'loss': 0.9017, 'grad_norm': 2.0840001347350943, 'learning_rate': 4.827586206896552e-05, 'epoch': 5.42}
{'loss': 0.905, 'grad_norm': 1.916154949330396, 'learning_rate': 4.8084291187739464e-05, 'epoch': 5.44}                                                                                                                                                                              
{'loss': 0.7047, 'grad_norm': 1.7264610748203633, 'learning_rate': 4.789272030651341e-05, 'epoch': 5.46}                                                                                                                                                                             
{'loss': 0.9341, 'grad_norm': 2.0756297693800536, 'learning_rate': 4.770114942528736e-05, 'epoch': 5.48}                                                                                                                                                                             
{'loss': 0.8071, 'grad_norm': 1.9393323096554849, 'learning_rate': 4.7509578544061307e-05, 'epoch': 5.5}                                                                                                                                                                             
{'loss': 0.895, 'grad_norm': 2.0074035967624555, 'learning_rate': 4.7318007662835254e-05, 'epoch': 5.51}                                                                                                                                                                             
{'loss': 0.8628, 'grad_norm': 2.1423667333599643, 'learning_rate': 4.7126436781609195e-05, 'epoch': 5.53}                                                                                                                                                                            
{'loss': 0.8283, 'grad_norm': 2.0487181028011667, 'learning_rate': 4.693486590038315e-05, 'epoch': 5.55}                                                                                                                                                                             
{'loss': 0.8217, 'grad_norm': 2.152681389077692, 'learning_rate': 4.674329501915709e-05, 'epoch': 5.57}                                                                                                                                                                              
{'loss': 0.9967, 'grad_norm': 2.541228997604233, 'learning_rate': 4.655172413793104e-05, 'epoch': 5.59}                                                                                                                                                                              
{'loss': 0.8399, 'grad_norm': 1.9526497604646837, 'learning_rate': 4.6360153256704985e-05, 'epoch': 5.61}                                                                                                                                                                            
{'loss': 1.0093, 'grad_norm': 2.156319961711143, 'learning_rate': 4.616858237547893e-05, 'epoch': 5.62}                                                                                                                                                                                            "nemotron" 21:34 07-Nov-24
{'loss': 0.8108, 'grad_norm': 1.9857725730797215, 'learning_rate': 4.597701149425287e-05, 'epoch': 5.64}                                                                                                                                                                             
{'loss': 0.9208, 'grad_norm': 1.9996479776243912, 'learning_rate': 4.578544061302682e-05, 'epoch': 5.66}                                                                                                                                                                             
{'loss': 1.0348, 'grad_norm': 2.152451360958055, 'learning_rate': 4.559386973180077e-05, 'epoch': 5.68}                                                                                                                                                                              
{'loss': 0.743, 'grad_norm': 2.229685426427844, 'learning_rate': 4.5402298850574716e-05, 'epoch': 5.7}                                                                                                                                                                               
{'loss': 0.8236, 'grad_norm': 1.9914439682153096, 'learning_rate': 4.5210727969348656e-05, 'epoch': 5.71}                                                                                                                                                                            
{'loss': 0.7791, 'grad_norm': 1.8250162138683477, 'learning_rate': 4.501915708812261e-05, 'epoch': 5.73}                                                                                                                                                                             
{'loss': 0.8104, 'grad_norm': 1.9208103558938485, 'learning_rate': 4.482758620689655e-05, 'epoch': 5.75}  

{'loss': 1.0076, 'grad_norm': 1.8928114172350783, 'learning_rate': 4.46360153256705e-05, 'epoch': 5.77}
{'loss': 0.7502, 'grad_norm': 2.1186505238939803, 'learning_rate': 4.4444444444444447e-05, 'epoch': 5.79}
{'loss': 0.9386, 'grad_norm': 2.10471877421814, 'learning_rate': 4.4252873563218394e-05, 'epoch': 5.8}
{'loss': 0.9095, 'grad_norm': 2.00803757939471, 'learning_rate': 4.406130268199234e-05, 'epoch': 5.82}
{'loss': 0.8124, 'grad_norm': 1.9494919470378906, 'learning_rate': 4.386973180076628e-05, 'epoch': 5.84}
{'loss': 1.0002, 'grad_norm': 2.2473456075015665, 'learning_rate': 4.367816091954024e-05, 'epoch': 5.86}
{'loss': 0.844, 'grad_norm': 1.9449941137232307, 'learning_rate': 4.348659003831418e-05, 'epoch': 5.88}
{'loss': 0.7825, 'grad_norm': 2.7201697580134674, 'learning_rate': 4.3295019157088125e-05, 'epoch': 5.9}
{'loss': 0.9545, 'grad_norm': 2.279614879637363, 'learning_rate': 4.3103448275862066e-05, 'epoch': 5.91}
{'loss': 0.7711, 'grad_norm': 2.0093606674370554, 'learning_rate': 4.291187739463602e-05, 'epoch': 5.93}
{'loss': 0.9516, 'grad_norm': 2.416558320655229, 'learning_rate': 4.272030651340996e-05, 'epoch': 5.95}
{'loss': 0.8263, 'grad_norm': 2.0808547513139724, 'learning_rate': 4.252873563218391e-05, 'epoch': 5.97}
{'loss': 1.0739, 'grad_norm': 2.4812038580403657, 'learning_rate': 4.2337164750957856e-05, 'epoch': 5.99}
{'loss': 1.537, 'grad_norm': 7.494141106398139, 'learning_rate': 4.21455938697318e-05, 'epoch': 6.0}
{'loss': 0.7825, 'grad_norm': 1.798690956699526, 'learning_rate': 4.195402298850575e-05, 'epoch': 6.02}
{'loss': 0.7193, 'grad_norm': 1.898792659725924, 'learning_rate': 4.17624521072797e-05, 'epoch': 6.04}
{'loss': 0.7002, 'grad_norm': 1.8724681674022663, 'learning_rate': 4.1570881226053646e-05, 'epoch': 6.06}
{'loss': 0.7428, 'grad_norm': 1.6848073086681437, 'learning_rate': 4.1379310344827587e-05, 'epoch': 6.08}
{'loss': 0.905, 'grad_norm': 2.183906472288537, 'learning_rate': 4.1187739463601534e-05, 'epoch': 6.1}
{'loss': 0.7311, 'grad_norm': 1.9071593303660666, 'learning_rate': 4.099616858237548e-05, 'epoch': 6.11}
{'loss': 0.8062, 'grad_norm': 1.9511031706031972, 'learning_rate': 4.080459770114943e-05, 'epoch': 6.13}
{'loss': 0.8362, 'grad_norm': 2.5400549425064525, 'learning_rate': 4.061302681992337e-05, 'epoch': 6.15}
{'loss': 0.8482, 'grad_norm': 2.2716168792162104, 'learning_rate': 4.0421455938697324e-05, 'epoch': 6.17}
{'loss': 0.7879, 'grad_norm': 2.3318282786524787, 'learning_rate': 4.0229885057471265e-05, 'epoch': 6.19}
{'loss': 0.8346, 'grad_norm': 2.2394024027065917, 'learning_rate': 4.003831417624521e-05, 'epoch': 6.2}
{'loss': 0.6766, 'grad_norm': 2.0833575077283566, 'learning_rate': 3.984674329501916e-05, 'epoch': 6.22}
{'loss': 0.8197, 'grad_norm': 2.3395374975901433, 'learning_rate': 3.965517241379311e-05, 'epoch': 6.24}
{'loss': 0.8776, 'grad_norm': 2.2322516350308685, 'learning_rate': 3.9463601532567055e-05, 'epoch': 6.26}
{'loss': 0.8366, 'grad_norm': 2.107868837717686, 'learning_rate': 3.9272030651340996e-05, 'epoch': 6.28}
{'loss': 0.7212, 'grad_norm': 2.231327880461823, 'learning_rate': 3.908045977011495e-05, 'epoch': 6.29}
{'loss': 0.8536, 'grad_norm': 2.2863362062819954, 'learning_rate': 3.888888888888889e-05, 'epoch': 6.31}
{'loss': 0.7213, 'grad_norm': 2.3133791197691704, 'learning_rate': 3.869731800766284e-05, 'epoch': 6.33}
{'loss': 0.8634, 'grad_norm': 2.478693647829844, 'learning_rate': 3.850574712643678e-05, 'epoch': 6.35}
{'loss': 0.7841, 'grad_norm': 2.4158936527020805, 'learning_rate': 3.831417624521073e-05, 'epoch': 6.37}
{'loss': 0.6994, 'grad_norm': 2.1163061277077193, 'learning_rate': 3.8122605363984674e-05, 'epoch': 6.39}
{'loss': 0.8694, 'grad_norm': 2.3425629810385997, 'learning_rate': 3.793103448275862e-05, 'epoch': 6.4}
{'loss': 0.7542, 'grad_norm': 2.3856085738086343, 'learning_rate': 3.773946360153257e-05, 'epoch': 6.42}
{'loss': 0.7656, 'grad_norm': 2.2179513173727265, 'learning_rate': 3.7547892720306517e-05, 'epoch': 6.44}
{'loss': 0.8309, 'grad_norm': 2.2251397627686695, 'learning_rate': 3.735632183908046e-05, 'epoch': 6.46}
{'loss': 0.9431, 'grad_norm': 2.2322359184407663, 'learning_rate': 3.716475095785441e-05, 'epoch': 6.48}
{'loss': 0.8247, 'grad_norm': 2.087379132463469, 'learning_rate': 3.697318007662835e-05, 'epoch': 6.49}
{'loss': 0.8049, 'grad_norm': 2.292636286024286, 'learning_rate': 3.67816091954023e-05, 'epoch': 6.51}
{'loss': 0.6798, 'grad_norm': 2.253558524873324, 'learning_rate': 3.659003831417625e-05, 'epoch': 6.53}
{'loss': 0.824, 'grad_norm': 2.256431883938769, 'learning_rate': 3.6398467432950195e-05, 'epoch': 6.55}
{'loss': 0.7114, 'grad_norm': 2.3465338006047585, 'learning_rate': 3.620689655172414e-05, 'epoch': 6.57}
{'loss': 0.6787, 'grad_norm': 2.115935871464965, 'learning_rate': 3.601532567049808e-05, 'epoch': 6.59}
{'loss': 0.7317, 'grad_norm': 2.192379003472562, 'learning_rate': 3.582375478927204e-05, 'epoch': 6.6}
{'loss': 0.7405, 'grad_norm': 3.0042690579977536, 'learning_rate': 3.563218390804598e-05, 'epoch': 6.62}
{'loss': 0.6873, 'grad_norm': 2.1719185217383083, 'learning_rate': 3.5440613026819926e-05, 'epoch': 6.64}
{'loss': 0.7194, 'grad_norm': 2.352605435774824, 'learning_rate': 3.5249042145593867e-05, 'epoch': 6.66}
{'loss': 0.8324, 'grad_norm': 2.5472873548891597, 'learning_rate': 3.505747126436782e-05, 'epoch': 6.68}
{'loss': 0.737, 'grad_norm': 2.2640132345385124, 'learning_rate': 3.486590038314176e-05, 'epoch': 6.69}
{'loss': 0.7353, 'grad_norm': 2.694607392062668, 'learning_rate': 3.467432950191571e-05, 'epoch': 6.71}
{'loss': 0.7069, 'grad_norm': 2.772829772492028, 'learning_rate': 3.4482758620689657e-05, 'epoch': 6.73}
{'loss': 0.7946, 'grad_norm': 2.6795585012386574, 'learning_rate': 3.4291187739463604e-05, 'epoch': 6.75}
{'loss': 0.7308, 'grad_norm': 2.3231832090998745, 'learning_rate': 3.409961685823755e-05, 'epoch': 6.77}
{'loss': 0.7483, 'grad_norm': 2.306064866558768, 'learning_rate': 3.390804597701149e-05, 'epoch': 6.78}
{'loss': 0.8102, 'grad_norm': 2.627387777881417, 'learning_rate': 3.371647509578545e-05, 'epoch': 6.8}
{'loss': 0.8551, 'grad_norm': 2.2267206874809142, 'learning_rate': 3.352490421455939e-05, 'epoch': 6.82}
{'loss': 0.7528, 'grad_norm': 2.5427928074996404, 'learning_rate': 3.3333333333333335e-05, 'epoch': 6.84}
{'loss': 0.736, 'grad_norm': 2.2350555195686646, 'learning_rate': 3.314176245210728e-05, 'epoch': 6.86}
{'loss': 0.7379, 'grad_norm': 2.133313138226597, 'learning_rate': 3.295019157088123e-05, 'epoch': 6.88}
{'loss': 0.8454, 'grad_norm': 2.2359591995491175, 'learning_rate': 3.275862068965517e-05, 'epoch': 6.89}
{'loss': 0.7168, 'grad_norm': 2.514355340186802, 'learning_rate': 3.256704980842912e-05, 'epoch': 6.91}
{'loss': 0.7442, 'grad_norm': 2.1582060059332218, 'learning_rate': 3.2375478927203066e-05, 'epoch': 6.93}

{'loss': 0.6516, 'grad_norm': 2.5667757183390547, 'learning_rate': 3.218390804597701e-05, 'epoch': 6.95}
{'loss': 0.7366, 'grad_norm': 2.505307893332686, 'learning_rate': 3.1992337164750954e-05, 'epoch': 6.97}
{'loss': 0.6669, 'grad_norm': 2.281503315049165, 'learning_rate': 3.180076628352491e-05, 'epoch': 6.98}
{'loss': 1.4521, 'grad_norm': 9.252312578872381, 'learning_rate': 3.160919540229885e-05, 'epoch': 7.0}
{'loss': 0.7491, 'grad_norm': 2.061622215617016, 'learning_rate': 3.1417624521072797e-05, 'epoch': 7.02}
{'loss': 0.7411, 'grad_norm': 2.205131711095073, 'learning_rate': 3.1226053639846744e-05, 'epoch': 7.04}
{'loss': 0.6622, 'grad_norm': 1.8893460741859684, 'learning_rate': 3.103448275862069e-05, 'epoch': 7.06}
{'loss': 0.7048, 'grad_norm': 2.0123019155217308, 'learning_rate': 3.084291187739464e-05, 'epoch': 7.07}
{'loss': 0.7731, 'grad_norm': 2.0927163162816615, 'learning_rate': 3.065134099616858e-05, 'epoch': 7.09}
{'loss': 0.6808, 'grad_norm': 2.068685889332196, 'learning_rate': 3.045977011494253e-05, 'epoch': 7.11}
{'loss': 0.7732, 'grad_norm': 2.4048014770937813, 'learning_rate': 3.0268199233716475e-05, 'epoch': 7.13}
{'loss': 0.7224, 'grad_norm': 2.7873936532565673, 'learning_rate': 3.0076628352490422e-05, 'epoch': 7.15}
{'loss': 0.6677, 'grad_norm': 2.291226582678951, 'learning_rate': 2.988505747126437e-05, 'epoch': 7.17}
{'loss': 0.7615, 'grad_norm': 2.762045942469561, 'learning_rate': 2.9693486590038317e-05, 'epoch': 7.18}
{'loss': 0.6601, 'grad_norm': 2.5924462508246666, 'learning_rate': 2.950191570881226e-05, 'epoch': 7.2}
{'loss': 0.7178, 'grad_norm': 2.5436429830641636, 'learning_rate': 2.9310344827586206e-05, 'epoch': 7.22}
{'loss': 0.5102, 'grad_norm': 2.202416662259356, 'learning_rate': 2.9118773946360157e-05, 'epoch': 7.24}
{'loss': 0.6878, 'grad_norm': 2.5830138128722893, 'learning_rate': 2.89272030651341e-05, 'epoch': 7.26}
{'loss': 0.7032, 'grad_norm': 2.1711087848644257, 'learning_rate': 2.8735632183908045e-05, 'epoch': 7.27}
{'loss': 0.8737, 'grad_norm': 2.6054330104172516, 'learning_rate': 2.8544061302681996e-05, 'epoch': 7.29}
{'loss': 0.5527, 'grad_norm': 2.4175005831901646, 'learning_rate': 2.835249042145594e-05, 'epoch': 7.31}
{'loss': 0.7105, 'grad_norm': 3.2323365520872716, 'learning_rate': 2.8160919540229884e-05, 'epoch': 7.33}
{'loss': 0.659, 'grad_norm': 2.1267221601135358, 'learning_rate': 2.796934865900383e-05, 'epoch': 7.35}
{'loss': 0.653, 'grad_norm': 2.3103089093387967, 'learning_rate': 2.777777777777778e-05, 'epoch': 7.37}
{'loss': 0.6108, 'grad_norm': 2.329946671067897, 'learning_rate': 2.7586206896551727e-05, 'epoch': 7.38}
{'loss': 0.71, 'grad_norm': 2.5642135875749736, 'learning_rate': 2.739463601532567e-05, 'epoch': 7.4}
{'loss': 0.6288, 'grad_norm': 2.414518117303904, 'learning_rate': 2.720306513409962e-05, 'epoch': 7.42}
{'loss': 0.7009, 'grad_norm': 2.2722137403785116, 'learning_rate': 2.7011494252873566e-05, 'epoch': 7.44}
{'loss': 0.685, 'grad_norm': 2.6802895382926977, 'learning_rate': 2.681992337164751e-05, 'epoch': 7.46}
{'loss': 0.7079, 'grad_norm': 2.437136543133305, 'learning_rate': 2.662835249042146e-05, 'epoch': 7.47}
{'loss': 0.5958, 'grad_norm': 2.187175881476885, 'learning_rate': 2.6436781609195405e-05, 'epoch': 7.49}
{'loss': 0.8441, 'grad_norm': 2.438036676471377, 'learning_rate': 2.624521072796935e-05, 'epoch': 7.51}
{'loss': 0.6786, 'grad_norm': 2.3854310474463745, 'learning_rate': 2.6053639846743293e-05, 'epoch': 7.53}
{'loss': 0.7752, 'grad_norm': 2.4697667106678622, 'learning_rate': 2.5862068965517244e-05, 'epoch': 7.55}
{'loss': 0.7247, 'grad_norm': 2.4221676444605906, 'learning_rate': 2.5670498084291188e-05, 'epoch': 7.56}
{'loss': 0.5881, 'grad_norm': 2.3395860311382712, 'learning_rate': 2.5478927203065132e-05, 'epoch': 7.58}
{'loss': 0.6557, 'grad_norm': 2.652655692020772, 'learning_rate': 2.5287356321839083e-05, 'epoch': 7.6}
{'loss': 0.6303, 'grad_norm': 2.3528892322462287, 'learning_rate': 2.5095785440613027e-05, 'epoch': 7.62}
{'loss': 0.7153, 'grad_norm': 2.4642831807653556, 'learning_rate': 2.4904214559386975e-05, 'epoch': 7.64}
{'loss': 0.6441, 'grad_norm': 2.6169953640137718, 'learning_rate': 2.4712643678160922e-05, 'epoch': 7.66}
{'loss': 0.6474, 'grad_norm': 2.5129643844388863, 'learning_rate': 2.4521072796934867e-05, 'epoch': 7.67}
{'loss': 0.8607, 'grad_norm': 2.508967972025536, 'learning_rate': 2.4329501915708814e-05, 'epoch': 7.69}
{'loss': 0.5482, 'grad_norm': 2.229107363960128, 'learning_rate': 2.413793103448276e-05, 'epoch': 7.71}
{'loss': 0.8462, 'grad_norm': 2.490922119295108, 'learning_rate': 2.3946360153256706e-05, 'epoch': 7.73}
{'loss': 0.776, 'grad_norm': 2.3141425338993495, 'learning_rate': 2.3754789272030653e-05, 'epoch': 7.75}
{'loss': 0.6794, 'grad_norm': 2.5780116097828523, 'learning_rate': 2.3563218390804597e-05, 'epoch': 7.76}
{'loss': 0.5774, 'grad_norm': 2.511073172822417, 'learning_rate': 2.3371647509578545e-05, 'epoch': 7.78}
{'loss': 0.7172, 'grad_norm': 2.2177179197275128, 'learning_rate': 2.3180076628352492e-05, 'epoch': 7.8}
{'loss': 0.6614, 'grad_norm': 2.229432912771531, 'learning_rate': 2.2988505747126437e-05, 'epoch': 7.82}
{'loss': 0.6528, 'grad_norm': 2.5792229021207542, 'learning_rate': 2.2796934865900384e-05, 'epoch': 7.84}
{'loss': 0.6439, 'grad_norm': 2.405507808677853, 'learning_rate': 2.2605363984674328e-05, 'epoch': 7.85}
{'loss': 0.6981, 'grad_norm': 2.660487371941176, 'learning_rate': 2.2413793103448276e-05, 'epoch': 7.87}
{'loss': 0.7272, 'grad_norm': 2.594824062650487, 'learning_rate': 2.2222222222222223e-05, 'epoch': 7.89}
{'loss': 0.6361, 'grad_norm': 2.9723827948186714, 'learning_rate': 2.203065134099617e-05, 'epoch': 7.91}
{'loss': 0.6861, 'grad_norm': 2.5528585087027333, 'learning_rate': 2.183908045977012e-05, 'epoch': 7.93}
{'loss': 0.6872, 'grad_norm': 2.6638009755122902, 'learning_rate': 2.1647509578544062e-05, 'epoch': 7.95}
{'loss': 0.6506, 'grad_norm': 2.7251849098178647, 'learning_rate': 2.145593869731801e-05, 'epoch': 7.96}
{'loss': 0.7169, 'grad_norm': 2.3753003223675844, 'learning_rate': 2.1264367816091954e-05, 'epoch': 7.98}
{'loss': 1.3937, 'grad_norm': 6.578513048455769, 'learning_rate': 2.10727969348659e-05, 'epoch': 8.0}
{'loss': 0.5579, 'grad_norm': 2.005812458430068, 'learning_rate': 2.088122605363985e-05, 'epoch': 8.02}
{'loss': 0.691, 'grad_norm': 2.1736625424199447, 'learning_rate': 2.0689655172413793e-05, 'epoch': 8.04}
{'loss': 0.6007, 'grad_norm': 2.296194227613269, 'learning_rate': 2.049808429118774e-05, 'epoch': 8.05}
{'loss': 0.6313, 'grad_norm': 2.1856830151949556, 'learning_rate': 2.0306513409961685e-05, 'epoch': 8.07}
{'loss': 0.5582, 'grad_norm': 2.164046737000109, 'learning_rate': 2.0114942528735632e-05, 'epoch': 8.09}
{'loss': 0.6409, 'grad_norm': 2.408234714353759, 'learning_rate': 1.992337164750958e-05, 'epoch': 8.11}
{'loss': 0.5652, 'grad_norm': 2.1272045799930925, 'learning_rate': 1.9731800766283527e-05, 'epoch': 8.13}
